,date,tweet,word,source_file
0,2023-10-08,"#BREAKING Confirmation by the #Israel Ambassador to the US that Americans are among the hundreds being held hostage by #Hamas militants in #Gaza  

Follow and keep updated.",israeli,scraped_tweets_israeli_48306.json
1,2023-10-08,"This former Gaza Division (she claims) member of the Israeli Defense Forces.

She explains just how tightly the border between Gaza and Israel is monitored. In her opinion it would be impossible for Hamas to approach with tractors and hundreds of men. 

I have no idea if this is… x.com/marcfriedrich7…",israeli,scraped_tweets_israeli_48306.json
2,2023-10-08,when somebody says “pray for me i’m in a shelter in israel” ask yourself why they’re there before you say stay safe,israeli,scraped_tweets_israeli_48306.json
3,2023-10-08,Hamas attack is an intelligence failure that may take Israel years to unravel,israeli,scraped_tweets_israeli_48306.json
4,2023-10-08,I think im going going to be pro Israel for the next 24 hrs just to piss people like this off,israeli,scraped_tweets_israeli_48306.json
5,2023-10-08,"There hasn’t been a single verified report of sexual violence. Only the assumption that fighters seated near the body of a bikini-clad woman *had* to have raped her. 

This is the same strain of propaganda used to paint slavery in the US as necessary to protect white women. x.com/MsUngovernable…",israeli,scraped_tweets_israeli_48306.json
6,2023-10-08,"Yes I do agree that violence is not the solutions but what about them? Have you voice out for them? 

There are reasons why Malaysia do not recognize Israel. Being a federal minister, perhaps you should know better.",israeli,scraped_tweets_israeli_48306.json
7,2023-10-08,"WATCH..former member of Israeli Defense Forces says ""no way in hell anyone could cross the border""...quite emphatic. They are way to sophisticated as she describes.",israeli,scraped_tweets_israeli_48306.json
8,2023-10-08,"Hamas is clearly interested in genocide.  They merely lack the means to carry it out at the scale they prefer.  No one calling themselves a member of the Democratic Party, or an American for that matter, should be saying anything other than they stand 100% with Israel.  Period.",israeli,scraped_tweets_israeli_48306.json
9,2023-10-08,"""Swords of Iron”

IDF: An hour ago, an IDF aircraft targeted a terrorist who attempted to cross the security fence from the Gaza Strip into Israeli territory.

The IDF will continue thwarting terrorists and infiltration attempts into Israeli territory.",israeli,scraped_tweets_israeli_48306.json
10,2023-10-08,"Indecency’s Conspiracy of Silence: Hamas, Israel and the Use of Force",israeli,scraped_tweets_israeli_48306.json
11,2023-10-08,"Releases a statement condemning hamas…

Points out that Israeli children are living in violence and fear…

Still managed to blame Israel for “oppression & occupation”.

260 dead at a musical festival for peace… but Israel should de-escalate?

Kinda feels like victim blaming.",israeli,scraped_tweets_israeli_48306.json
12,2023-10-08,Cruel and unfair. ,israeli,scraped_tweets_israeli_48306.json
13,2023-10-08,"America is getting united, behind war. The left has their war to rally behind, which is Ukraine. And now right has their war to rally behind, which is Israel.

Interesting insight from 
@TRHLofficial
 in the space.",israeli,scraped_tweets_israeli_48306.json
14,2023-10-08,"A nuclear attack would be both inappropriate and existentially dangerous whatever the Iranian evidence.  However, Israel, whatever else it is, is not a US puppet.  If anything, the strings run the other way around.",israeli,scraped_tweets_israeli_48306.json
15,2023-10-08,"Swords of Iron”

IDF: An hour ago, an IDF aircraft targeted a terrorist who attempted to cross the security fence from the Gaza Strip into Israeli territory.

The IDF will continue thwarting terrorists and infiltration attempts into Israeli territory.",israeli,scraped_tweets_israeli_48306.json
16,2023-10-08,Surely the evidence of Iranian involvement is not clear enough for Israel to nuke Iran?? . It’s time for POTUS to make it clear to the Israelis that there are limits to what America will condone.,israeli,scraped_tweets_israeli_48306.json
17,2023-10-08,"she is sending her energy to help destroy ""Israel""",israeli,scraped_tweets_israeli_48306.json
18,2023-10-08,"The situation unfolding at the Gaza border is deeply alarming. Israel is grappling with significant casualties and is gearing up for a major military response. While it's crucial to target threats, collateral damage should always be minimized. The world watches with apprehension,…",israeli,scraped_tweets_israeli_48306.json
19,2023-10-08,"Dates 10/9/2023

Hamas Founded 1987 First Intifada
35y43w3d
Or 430m

Eye = 35
433 Guidestones ",israeli,scraped_tweets_israeli_48306.json
20,2023-10-08,"JUST IN: INSANE video shows an Israel Defense Forces airstrike decimating Gaza from earlier today. 
#اسرائیل #طوفان_الأقصی #فلسطين
#Palestine #Hamas #FreePalestine #Gaza  #Israel #IsraelPalestineWar #AlAqsaFlood",israeli,scraped_tweets_israeli_48306.json
21,2023-10-08,you know who could sort this israel palestine conflict out in no time flat?  Hitler.,israeli,scraped_tweets_israeli_48306.json
22,2023-10-08,"**MAYBE IT'S TIME TO THINK ABOUT CLOSING THAT BORDER** (we are under invasion)

Reposting for visibility.

#Israel #BidenDidThis #HamasAttack",israeli,scraped_tweets_israeli_48306.json
23,2023-10-08,"This weekend, several Americans were killed in Israel and several more are still being held hostage by Hamas.

Today, Joe Biden called a lid at 11:34am and is having a barbecue.",israeli,scraped_tweets_israeli_48306.json
24,2023-10-08,Politicians in Canada openly support Terrorists Israel who have been committing War Crimes on innocent Palestinians for decades now they reference Israeli lives lost but say nothing about Palestinians who's lives lost are 100X more brutal and numbered  Colonial oppression is EVIL,israeli,scraped_tweets_israeli_48306.json
25,2023-10-08,"BREAKING: ISRAEL AMASSING 100,000 TROOPS ON GAZA BORDER

Other statements by the IDF:

- Israel is on the second day of ongoing fighting, especially in southern Israel.

- Rockets are targeting Israeli civilians, prompting the Israeli military to combat Hamas in the south and…",israeli,scraped_tweets_israeli_48306.json
26,2023-10-08,"Reposting for visibility.

#Israel #BidenDidThis #HamasAttack",israeli,scraped_tweets_israeli_48306.json
27,2023-10-08,"I honestly believe that most pro-Palestinian liberals are well-meaning. 20 years of relative security has made people forget why Israel does what it does to protect its people. So sometimes it feels too far or disproportionate.

I hope those people now recognize they were wrong.",israeli,scraped_tweets_israeli_48306.json
28,2023-10-08,The U.S. Air Force will reportedly be Deploying an additional 20-25 F-15 and F-35 Multirole Fighter Jets to the Middle East over the coming days with the Objective of this Deployment being to prevent the War in Israel from spreading into theremainder of the Middle EastAggression.,israeli,scraped_tweets_israeli_48306.json
29,2023-10-08,"In 36 hours, Israel destroyed:
1210 homes (partially & completely)
13 residential & high-rise buildings
3 UN schools (partially)
3 mosques

74,000 people internally displaced

Over 413 people killed, including 79 children & 8 entire families

Electricity down to ≈3 hours a day…",israeli,scraped_tweets_israeli_48306.json
30,2023-10-08,NEW YORK: Pro Israel protesters put to shame the pro-Hamas supporters.,israeli,scraped_tweets_israeli_48306.json
31,2023-10-08,"Harvard students expressed their support for  Palestinian terrorists amid the unprecedented terror attack on Israel  this weekend. In a joint statement signed by at least 57 student groups,  the Ivy League students blamed Israel for the Palestinian terrorist  organization Hamas…",israeli,scraped_tweets_israeli_48306.json
32,2023-10-08,"NEW: Video shows Hamas terrorists paragliding into Israel during a festival.

The terrorist reportedly entered the festival and began shooting those in attendance.

In response to the attacks by Hamas, Israel PM Benjamin Netanyahu is vowing to “fight them to the bitter end.”…",israeli,scraped_tweets_israeli_48306.json
33,2023-10-08,We will see when Israel is erased from existence,israeli,scraped_tweets_israeli_48306.json
34,2023-10-08,What makes you think all jews represent Israel??,israeli,scraped_tweets_israeli_48306.json
35,2023-10-08,"Thank you for your kindness Todd . We just finished a holiday that started on Friday night, so we’re trying to get information about our family in Israel. Some of them will be called up from the reserve so we’re praying for their safety. ",israeli,scraped_tweets_israeli_48306.json
36,2023-10-08,I Still haven’t heard nor seen a word about that invincible “Dome” over Israel that used to intercept over 90% of incoming rocket fire and so on.,israeli,scraped_tweets_israeli_48306.json
37,2023-10-08,"Yes. And remember O'b sent a plane full of cash to Iran. But I'm sure it was spent carefully.

US is getting involved by deploying an entire strike group to help Israel while Iran threatens to strike US targets if we do get involved.",israeli,scraped_tweets_israeli_48306.json
38,2023-10-08,I really hope a lot of people realizing how much they sound like this woman snaps them out of this crazy lust for war over Israel.,israeli,scraped_tweets_israeli_48306.json
39,2023-10-08,"The deployment of additional 100,000 Israeli TROOPS on Gaza Border underscores the seriousness of the situation now. It's a crucial step in maintaining regional stability and deterring further escalation if required! 

It's very important than ever in addressing these challenges…",israeli,scraped_tweets_israeli_48306.json
40,2023-10-08,"Thank you 
@POTUS
 for speaking up and supporting Israel's right to defend herself after these atrocities",israeli,scraped_tweets_israeli_48306.json
41,2023-10-08,"This morning, I spoke with @IsraeliPM to express my full support for the people of Israel in the face of an unprecedented and appalling assault by Hamas terrorists.

We will remain in close contact over the coming days. 

The U.S. will continue to stand with the people of Israel.",israeli,scraped_tweets_israeli_48306.json
42,2023-10-08,"rules them & how. Should they suffer the same fate? As I write reports are coming in of a US Carrier strike group moving into position so they can support Israel if necessary. As a posturing or defensive move fair enough, but the question must be asked - Is this not playing",israeli,scraped_tweets_israeli_48306.json
43,2023-10-08,"Anyway, who is most famous for taking D&G's analysis of PLO, appropriating their terminology for use in their suppressive war machine? It's Israel.

Something I'm sure this person who works for the theoretical arm of the MoD definitely knows nothing about...",israeli,scraped_tweets_israeli_48306.json
44,2023-10-08,Haven’t you found it suspicious that the Arabs neighbors haven’t actively been courting Palestinians to come move to their countries? Because they don’t actually care about other Arabs - they just want to hate Israel,israeli,scraped_tweets_israeli_48306.json
45,2023-10-08,Not quite. It isn't wrong to be on Israel's side after that terrorist attack and hope people pay for it. That doesn't mean you can't also be critical of Israel's wrongdoings.,israeli,scraped_tweets_israeli_48306.json
46,2023-10-08,"1) She wasn’t naked that was her outfit. 2) That’s not evidence she was raped. That’s evidence she was taken hostage. 3) She was Israeli with a German passport, IDF soldier as well. 

These are the facts. Our opinions on if it’s justified or not is irrelevant. You’re basing an…",israeli,scraped_tweets_israeli_48306.json
47,2023-10-08,"Israel is occupying Palestinian land; Russia is occupying Ukrainian land. Get your analogies right, you pillock.",israeli,scraped_tweets_israeli_48306.json
48,2023-10-08,Even in your hate for Israel you can distinguish between gunning down 260 music festival goers many teens and bombing Hamas targets where civilians are located unfortunately so Hamas does not slaughter Jews again? No I think you can't. You'd prefer Israel just take it.,israeli,scraped_tweets_israeli_48306.json
49,2023-10-08,"I support Palestine and the innocent people of Palestine. I’ve never supported Hamas they were put in by Israel to create these petty attacks. 

With every attack
Israel steals more land
Kills more people
And flatten more land

With every pathetic Hamas attack.",israeli,scraped_tweets_israeli_48306.json
50,2023-10-08,"Palestinian civilians peacefully walked into an Israeli bullet storm and died by the hundreds for over a year during the Great March of Return and those same ""sympathies from abroad"" continued to support Israel. The international community picked their sides long ago.",israeli,scraped_tweets_israeli_48306.json
51,2023-10-08,"I have a very hard time believing Mossad missed the whole thing. As far as I know, the IDF didn't go woke like the US military and IC did. Still, hard to believe they would want this to happen. Maybe some other psycho govt, but not Israel?",israeli,scraped_tweets_israeli_48306.json
52,2023-10-08,Thanks for the tip. Note to you: Hamas purposely targets civilians. Israel does not.,israeli,scraped_tweets_israeli_48306.json
53,2023-10-08,Israeli soldier gets wrecked,israeli,scraped_tweets_israeli_48306.json
54,2023-10-08,"Thank you to my colleagues 
@City_of_Vaughan
. We will also be lowering our flags to half mast to support the victims of terrorism. Israel is a country focussed on improving our world (health care, tech, agriculture) while it’s enemies want to destroy first Israel, then the West.",israeli,scraped_tweets_israeli_48306.json
55,2023-10-08,"Vaughan City Hall has been illuminated blue and white this evening in Solidarity With Israel  

The City is proud to be home to a large Jewish community, which is deeply impacted by these egregious acts of violence.",israeli,scraped_tweets_israeli_48306.json
56,2023-10-08,"The anti-Indian sentiment from woke culture is insane tbh, seeing especially a lot of it in replies to the ""India stands with Israel"" tweets",israeli,scraped_tweets_israeli_48306.json
57,2023-10-08,It would be a v good idea for Netanyahu to resign and Israel to form a national unity government before taking any irreversible actions.,israeli,scraped_tweets_israeli_48306.json
58,2023-10-08,"Increasingly likely that Israel will conduct a ground operation in Gaza. 100,000 reservists ready. Most of the attention will center on the scope and scale of an invasion. That might be the easy part compared to the question of how Israel should deal with Gaza over the long-term.",israeli,scraped_tweets_israeli_48306.json
59,2023-10-08,"Alabama Sen. Tommy Tuberville's Unyielding Military Stance Amid The Israel-Hamas Conflict
#tuberville #israel #hamas #military",israeli,scraped_tweets_israeli_48306.json
60,2023-10-08,"I have anxiety tonight thinking of how this narrative will change, quickly, when Israel retaliates. Many will turn the victim into the oppressor. 

And to think how long the Jewish people have gone through this. 

Devastating.",israeli,scraped_tweets_israeli_48306.json
61,2023-10-08,"NSC spokesman confirms to 
@AJArabic
 
“the deaths of several U.S. citizens”.
Says they “continue to monitor the situation closely and remain in touch with Israeli partners, particularly the local authorities.”

#Israel 
#حماس",israeli,scraped_tweets_israeli_48306.json
62,2023-10-08,"Praying for my family and friends in Israel (all of whom, from what I have heard, are safe, though some have been called back into army service) as well as the many innocent lives lost these last two days.

Hard to process all of it.",israeli,scraped_tweets_israeli_48306.json
63,2023-10-08,The very day Israel became a nation it was attacked by every Arab nation surrounding it!  They have been fighting for their survival ever since.,israeli,scraped_tweets_israeli_48306.json
64,2023-10-08,Really? Israel warns civilians to leave while Hamas terrorists specifically target innocent women and children.,israeli,scraped_tweets_israeli_48306.json
65,2023-10-08,"Even the book of the Hebrews says that every year the priest should go behind the veil to make atonement or ""covering"" for the people of Israel. However, this atonement was not enough to purify the interior or conscience of that person who received the atonement.

 Hebrews…",israeli,scraped_tweets_israeli_48306.json
66,2023-10-08,do not tell bro what israel has done since the 50s,israeli,scraped_tweets_israeli_48306.json
67,2023-10-08,I am more concerned about the state of the world today (Russia->Ukraine; Iran/Hamas->Israel; China->everyone; populism->liberal democracy) than at the height of the Cold War when “The Day After” came out on live TV in Nov. 1983…and I was scared then.,israeli,scraped_tweets_israeli_48306.json
68,2023-10-08,Israel is the without doubt the only country in the world that can be on the receiving end of its own 9/11-style terrorist attack and get more abuse/hatred than sympathy as a result of being the victim of said attack.,israeli,scraped_tweets_israeli_34633.json
